编号,文本,拆分信息,时间,地点,术语,数量词,（粗粒度）分词,（细粒度）分词,词性,成分分析,简化模板,完整模板,简化模板线索词,完整模板线索词,简化模板类型,完整模板类型,（auto）时间,（auto）地点,（auto粗粒度）分词,（auto细粒度）分词,（auto）词性,（auto）成分分析
30-①-1,上海设立我国第一个自由贸易区的原因有	外向型经济特色显著,ed-ori,,0,,3,上海 设立 我国 第一个 自由 贸易区 的 原因 有 外向型 经济 特色 显著,上海 设立 我国 第 一 个 自由 贸易区 的 原因 有 外向型 经济 特色 显著,loc VV NR num JJ NN DEG NN VE JJ NN NN VA,,因果_0（外向型经济特色显著，上海设立我国第一个自由贸易区）,因果_0（外向型经济特色显著，上海设立我国第一个自由贸易区）,0_7,0_7,因果,因果,,0,上海 设立 我国 第一 个 自由 贸易区 的 原因 有 外向型 经济 特色 显著,上海 设立 我国 第一 个 自由 贸易区 的 原因 有 外向型 经济 特色 显著,loc VV NR num JJ NN DEG NN VE JJ NN NN VA,( (IP (NP (NR 上海)) (VP (VV 设立) (NP (DNP (NP (QP (NP (NR 我国)) (QP (CD 第一个))) (ADJP (JJ 自由)) (NP (NN 贸易区))) (DEG 的)) (NP (NN 原因))) (IP (VP (VE 有) (IP (NP (ADJP (JJ 外向型)) (NP (NN 经济))) (NP (NN 特色)) (VP (VA 显著))))))) )
30-②,上海设立我国第一个自由贸易区的原因有	矿产资源丰富，工业比较发达,y,,0,,3,上海 设立 我国 第一个 自由 贸易区 的 原因 有 矿产 资源 丰富 ， 工业 比较 发达,上海 设立 我国 第 一 个 自由 贸易区 的 原因 有 矿产 资源 丰富 ， 工业 比较 发达,loc VV NR num JJ NN DEG NN VE NN NN VA PU NN AD VA,,因果_0（矿产资源丰富工业比较发达，上海设立我国第一个自由贸易区）,因果_0（矿产资源丰富工业比较发达，上海设立我国第一个自由贸易区）,0_7,0_7,因果,因果,,0,上海 设立 我国 第一 个 自由 贸易区 的 原因 有 矿产 资源 丰富 ， 工业 比较 发达,上海 设立 我国 第一 个 自由 贸易区 的 原因 有 矿产 资源 丰富 ， 工业 比较 发达,loc VV NR num JJ NN DEG NN VE NN NN VA PU NN AD VA,( (IP (NP (NR 上海)) (VP (VV 设立) (NP (DNP (NP (QP (NP (NR 我国)) (QP (CD 第一个))) (ADJP (JJ 自由)) (NP (NN 贸易区))) (DEG 的)) (NP (NN 原因))) (IP (VP (VE 有) (IP (IP (NP (NN 矿产) (NN 资源)) (VP (VA 丰富))) (PU ，) (IP (NP (NN 工业)) (VP (ADVP (AD 比较)) (VP (VA 发达))))))))) )
30-②-0,上海设立我国第一个自由贸易区的原因有	矿产资源丰富,ed-ori,,0,,3,上海 设立 我国 第一个 自由 贸易区 的 原因 有 矿产 资源 丰富,上海 设立 我国 第 一 个 自由 贸易区 的 原因 有 矿产 资源 丰富,loc VV NR num JJ NN DEG NN VE NN NN VA,,因果_0（矿产资源丰富，上海设立我国第一个自由贸易区）,因果_0（矿产资源丰富，上海设立我国第一个自由贸易区）,0_7,0_7,因果,因果,,0,上海 设立 我国 第一 个 自由 贸易区 的 原因 有 矿产 资源 丰富,上海 设立 我国 第一 个 自由 贸易区 的 原因 有 矿产 资源 丰富,loc VV NR num JJ NN DEG NN VE NN NN VA,( (IP (NP (NR 上海)) (VP (VV 设立) (NP (DNP (NP (QP (NP (NR 我国)) (QP (CD 第一个))) (ADJP (JJ 自由)) (NP (NN 贸易区))) (DEG 的)) (NP (NN 原因))) (IP (VP (VE 有) (IP (NP (NN 矿产) (NN 资源)) (VP (VA 丰富))))))) )
30-②-1,上海设立我国第一个自由贸易区的原因有	工业比较发达,ed-ori,,0,,3,上海 设立 我国 第一个 自由 贸易区 的 原因 有 工业 比较 发达,上海 设立 我国 第 一 个 自由 贸易区 的 原因 有 工业 比较 发达,loc VV NR num JJ NN DEG NN VE NN AD VA,,因果_0（工业比较发达，上海设立我国第一个自由贸易区）,因果_0（工业比较发达，上海设立我国第一个自由贸易区）,0_7,0_7,因果,因果,,0,上海 设立 我国 第一 个 自由 贸易区 的 原因 有 工业 比较 发达,上海 设立 我国 第一 个 自由 贸易区 的 原因 有 工业 比较 发达,loc VV NR num JJ NN DEG NN VE NN AD VA,( (IP (NP (NR 上海)) (VP (VP (VP (VV 设立) (NP (DNP (NP (QP (NP (NR 我国)) (QP (CD 第一个))) (ADJP (JJ 自由)) (NP (NN 贸易区))) (DEG 的)) (NP (NN 原因)))) (VP (VE 有) (NP (NN 工业)))) (VP (ADVP (AD 比较)) (VP (VA 发达))))) )
30-③,上海设立我国第一个自由贸易区的原因有	海上交通便利，便于货物运输,y,,0,,3,上海 设立 我国 第一个 自由 贸易区 的 原因 有 海上 交通 便利 ， 便于 货物 运输,上海 设立 我国 第 一 个 自由 贸易区 的 原因 有 海上 交通 便利 ， 便于 货物 运输,loc VV NR num JJ NN DEG NN VE NN NN VA PU VV NN NN,,因果_0（海上交通便利便于货物运输，上海设立我国第一个自由贸易区）,因果_0（海上交通便利便于货物运输，上海设立我国第一个自由贸易区）,0_7,0_7,因果,因果,,0,上海 设立 我国 第一 个 自由 贸易区 的 原因 有 海上 交通 便利 ， 便于 货物 运输,上海 设立 我国 第一 个 自由 贸易区 的 原因 有 海上 交通 便利 ， 便于 货物 运输,loc VV NR num JJ NN DEG NN VE NN NN NN PU VV NN NN,( (IP (NP (NR 上海)) (VP (VV 设立) (NP (DNP (NP (QP (NP (NR 我国)) (QP (CD 第一个))) (ADJP (JJ 自由)) (NP (NN 贸易区))) (DEG 的)) (NP (NN 原因))) (IP (VP (VP (VE 有) (IP (NP (NN 海上) (NN 交通)) (VP (VA 便利)))) (PU ，) (VP (VV 便于) (NP (NN 货物) (NN 运输))))))) )
30-③-0,上海设立我国第一个自由贸易区的原因有	海上交通便利,ed-ori,,0,,3,上海 设立 我国 第一个 自由 贸易区 的 原因 有 海上 交通 便利,上海 设立 我国 第 一 个 自由 贸易区 的 原因 有 海上 交通 便利,loc VV NR num JJ NN DEG NN VE NN NN VA,,因果_0（海上交通便利，上海设立我国第一个自由贸易区）,因果_0（海上交通便利，上海设立我国第一个自由贸易区）,0_7,0_7,因果,因果,,0,上海 设立 我国 第一 个 自由 贸易区 的 原因 有 海上 交通 便利,上海 设立 我国 第一 个 自由 贸易区 的 原因 有 海上 交通 便利,loc VV NR num JJ NN DEG NN VE NN NN NN,( (IP (NP (NR 上海)) (VP (VV 设立) (NP (DNP (NP (QP (NP (NR 我国)) (QP (CD 第一个))) (ADJP (JJ 自由)) (NP (NN 贸易区))) (DEG 的)) (NP (NN 原因))) (IP (VP (VE 有) (IP (NP (NN 海上) (NN 交通)) (VP (VA 便利))))))) )
30-③-1,上海设立我国第一个自由贸易区的原因有	海上交通便于货物运输,ed-mod,,0,,3,上海 设立 我国 第一个 自由 贸易区 的 原因 有 海上 交通 便于 货物 运输,上海 设立 我国 第 一 个 自由 贸易区 的 原因 有 海上 交通 便于 货物 运输,loc VV NR num JJ NN DEG NN VE NN NN VV NN NN,,因果_0（海上交通便于货物运输，上海设立我国第一个自由贸易区）,因果_0（海上交通便于货物运输，上海设立我国第一个自由贸易区）,0_7,0_7,因果,因果,,0,上海 设立 我国 第一 个 自由 贸易区 的 原因 有 海上 交通 便于 货物 运输,上海 设立 我国 第一 个 自由 贸易区 的 原因 有 海上 交通 便于 货物 运输,loc VV NR num JJ NN DEG NN VE NN NN VV NN NN,( (IP (NP (NR 上海)) (VP (VV 设立) (NP (DNP (NP (QP (NP (NR 我国)) (QP (CD 第一个))) (ADJP (JJ 自由)) (NP (NN 贸易区))) (DEG 的)) (NP (NN 原因))) (IP (VP (VP (VE 有) (NP (NN 海上) (NN 交通))) (VP (VV 便于) (NP (NN 货物) (NN 运输))))))) )
30-④,上海设立我国第一个自由贸易区的原因有	区位条件优越，经济腹地广阔,y,,0,,3,上海 设立 我国 第一个 自由 贸易区 的 原因 有 区位 条件 优越 ， 经济 腹地 广阔,上海 设立 我国 第 一 个 自由 贸易区 的 原因 有 区位 条件 优越 ， 经济 腹地 广阔,loc VV NR num JJ NN DEG NN VE NN NN VA PU NN NN VA,,因果_0（区位条件优越经济腹地广阔，上海设立我国第一个自由贸易区）,因果_0（区位条件优越经济腹地广阔，上海设立我国第一个自由贸易区）,0_7,0_7,因果,因果,,0,上海 设立 我国 第一 个 自由 贸易区 的 原因 有 区位 条件 优越 ， 经济 腹地 广阔,上海 设立 我国 第一 个 自由 贸易区 的 原因 有 区位 条件 优越 ， 经济 腹地 广阔,loc VV NR num JJ NN DEG NN VE NN NN VA PU NN NN VA,( (IP (NP (NR 上海)) (VP (VV 设立) (NP (DNP (NP (QP (NP (NR 我国)) (QP (CD 第一个))) (ADJP (JJ 自由)) (NP (NN 贸易区))) (DEG 的)) (NP (NN 原因))) (IP (VP (VE 有) (IP (IP (NP (NN 区位) (NN 条件)) (VP (VA 优越))) (PU ，) (IP (NP (NN 经济) (NN 腹地)) (VP (VA 广阔)))))))) )
30-④-0,上海设立我国第一个自由贸易区的原因有	区位条件优越,ed-ori,,0,,3,上海 设立 我国 第一个 自由 贸易区 的 原因 有 区位 条件 优越,上海 设立 我国 第 一 个 自由 贸易区 的 原因 有 区位 条件 优越,loc VV NR num JJ NN DEG NN VE NN NN VA,,因果_0（区位条件优越，上海设立我国第一个自由贸易区）,因果_0（区位条件优越，上海设立我国第一个自由贸易区）,0_7,0_7,因果,因果,,0,上海 设立 我国 第一 个 自由 贸易区 的 原因 有 区位 条件 优越,上海 设立 我国 第一 个 自由 贸易区 的 原因 有 区位 条件 优越,loc VV NR num JJ NN DEG NN VE NN NN VA,( (IP (NP (NR 上海)) (VP (VP (VV 设立) (NP (DNP (NP (QP (NP (NR 我国)) (QP (CD 第一个))) (ADJP (JJ 自由)) (NP (NN 贸易区))) (DEG 的)) (NP (NN 原因)))) (VP (VE 有) (IP (NP (NN 区位) (NN 条件)) (VP (VA 优越)))))) )
30-④-1,上海设立我国第一个自由贸易区的原因有	经济腹地广阔,ed-ori,,0,,3,上海 设立 我国 第一个 自由 贸易区 的 原因 有 经济 腹地 广阔,上海 设立 我国 第 一 个 自由 贸易区 的 原因 有 经济 腹地 广阔,loc VV NR num JJ NN DEG NN VE NN NN VA,,因果_0（经济腹地广阔，上海设立我国第一个自由贸易区）,因果_0（经济腹地广阔，上海设立我国第一个自由贸易区）,0_7,0_7,因果,因果,,0,上海 设立 我国 第一 个 自由 贸易区 的 原因 有 经济 腹地 广阔,上海 设立 我国 第一 个 自由 贸易区 的 原因 有 经济 腹地 广阔,loc VV NR num JJ NN DEG NN VE NN NN VA,( (IP (NP (NR 上海)) (VP (VV 设立) (NP (DNP (NP (QP (NP (NR 我国)) (QP (CD 第一个))) (ADJP (JJ 自由)) (NP (NN 贸易区))) (DEG 的)) (NP (NN 原因))) (IP (VP (VE 有) (IP (NP (NN 经济) (NN 腹地)) (VP (VA 广阔))))))) )
31-①,上海建立自由贸易区将使上海市	就业岗位增加,None,,0 6,,,上海 建立 自由 贸易区 将 使 上海市 就业 岗位 增加,上海 建立 自由 贸易区 将 使 上海市 就业 岗位 增加,loc VV JJ NN AD VV loc NN NN VV,,影响_0（上海建立自由贸易区，上海市，就业岗位增加）,影响_0（上海建立自由贸易区，上海市，就业岗位增加）,0_5,0_5,影响,影响,,0 6,上海 建立 自由 贸易区 将 使 上海市 就业 岗位 增加,上海 建立 自由 贸易区 将 使 上海市 就业 岗位 增加,loc VV JJ NN AD VV loc NN NN VV,( (IP (NP (NR 上海)) (VP (VP (VV 建立) (NP (ADJP (JJ 自由)) (NP (NN 贸易区)))) (VP (ADVP (AD 将)) (VP (VV 使) (NP (NP (NR 上海市)) (NP (NN 就业) (NN 岗位))) (IP (VP (VV 增加))))))) )
31-②,上海建立自由贸易区将使上海市	城市功能分区变化,None,,0 6,,,上海 建立 自由 贸易区 将 使 上海市 城市 功能 分区 变化,上海 建立 自由 贸易区 将 使 上海市 城市 功能 分区 变化,loc VV JJ NN AD VV loc NN NN NN VV,,影响_0（上海建立自由贸易区，上海市，城市功能分区变化）,影响_0（上海建立自由贸易区，上海市，城市功能分区变化）,0_5,0_5,影响,影响,,0 6,上海 建立 自由 贸易区 将 使 上海市 城市 功能 分区 变化,上海 建立 自由 贸易区 将 使 上海市 城市 功能 分区 变化,loc VV JJ NN AD VV loc NN NN NN NN,( (IP (NP (NR 上海)) (VP (VP (VV 建立) (NP (ADJP (JJ 自由)) (NP (NN 贸易区)))) (VP (ADVP (AD 将)) (VP (VV 使) (NP (NP (NR 上海市)) (NP (NN 城市) (NN 功能) (NN 分区))) (IP (VP (VV 变化))))))) )
31-③,上海建立自由贸易区将使上海市	人口外迁,None,,0 6,,,上海 建立 自由 贸易区 将 使 上海市 人口 外迁,上海 建立 自由 贸易区 将 使 上海市 人口 外迁,loc VV JJ NN AD VV loc NN VV,,影响_0（上海建立自由贸易区，上海市，人口外迁）,影响_0（上海建立自由贸易区，上海市，人口外迁）,0_5,0_5,影响,影响,,0 6,上海 建立 自由 贸易区 将 使 上海市 人口 外迁,上海 建立 自由 贸易区 将 使 上海市 人口 外迁,loc VV JJ NN AD VV loc NN NN,( (IP (NP (NR 上海)) (VP (VP (VV 建立) (NP (ADJP (JJ 自由)) (NP (NN 贸易区)))) (VP (ADVP (AD 将)) (VP (VV 使) (NP (NP (NR 上海市)) (NP (NN 人口))) (IP (VP (VV 外迁))))))) )
31-④,上海建立自由贸易区将使上海市	吸引相关企业集聚,None,,0 6,,,上海 建立 自由 贸易区 将 使 上海市 吸引 相关 企业 集聚,上海 建立 自由 贸易区 将 使 上海市 吸引 相关 企业 集聚,loc VV JJ NN AD VV loc VV JJ NN VV,,影响_0（上海建立自由贸易区，上海市，吸引相关企业集聚）,影响_0（上海建立自由贸易区，上海市，吸引相关企业集聚）,0_5,0_5,影响,影响,,0 6,上海 建立 自由 贸易区 将 使 上海市 吸引 相关 企业 集聚,上海 建立 自由 贸易区 将 使 上海市 吸引 相关 企业 集聚,loc VV JJ NN AD VV loc VV JJ NN VV,( (IP (NP (NR 上海)) (VP (VP (VV 建立) (NP (ADJP (JJ 自由)) (NP (NN 贸易区)))) (VP (ADVP (AD 将)) (VP (VV 使) (NP (NR 上海市)) (IP (VP (VV 吸引) (NP (ADJP (JJ 相关)) (NP (NN 企业))) (IP (VP (VV 集聚))))))))) )
31-⑤,上海建立自由贸易区将使上海市	城市等级提升,None,,0 6,,,上海 建立 自由 贸易区 将 使 上海市 城市 等级 提升,上海 建立 自由 贸易区 将 使 上海市 城市 等级 提升,loc VV JJ NN AD VV loc NN NN VV,,影响_0（上海建立自由贸易区，上海市，城市等级提升）,影响_0（上海建立自由贸易区，上海市，城市等级提升）,0_5,0_5,影响,影响,,0 6,上海 建立 自由 贸易区 将 使 上海市 城市 等级 提升,上海 建立 自由 贸易区 将 使 上海市 城市 等级 提升,loc VV JJ NN AD VV loc NN NN VV,( (IP (NP (NR 上海)) (VP (VP (VV 建立) (NP (ADJP (JJ 自由)) (NP (NN 贸易区)))) (VP (ADVP (AD 将)) (VP (VV 使) (NP (NP (NR 上海市)) (NP (NN 城市) (NN 等级))) (IP (VP (VV 提升))))))) )
32-①,与乙国相比，甲国河流	径流量大,None,,1 4,5,,与 乙国 相比 ， 甲国 河流径流量 大,与 乙国 相比 ， 甲国 河流 径流量 大,P NR VV PU NR NR VA,,比较_0（甲国河流，乙国河流，径流量，大）,比较_0（甲国河流，乙国河流，径流量，大）,0_0-2,0_0-2,比较,比较,,,与 乙国 相比 ， 甲国 河流 径流量 大,与 乙国 相比 ， 甲国 河流 径流量 大,P NN VV PU NR NR JJ,( (IP (IP (VP (PP (P 与) (NP (NR 乙国))) (VP (VV 相比)))) (PU ，) (IP (NP (NR 甲国) (NR 河流径流量)) (VP (VA 大)))) )
32-②,与乙国相比，甲国河流	以冰雪融水补给为主,None,,1 4,,,与 乙国 相比 ， 甲国 河流 以 冰雪 融水 补给 为 主,与 乙国 相比 ， 甲国 河流 以 冰雪 融水 补给 为 主,P NR VV PU NR NN P NN NN NN VV NN,,比较_0（甲国河流，乙国河流，#，以冰雪融水补给为主）,比较_0（甲国河流，乙国河流，#，以冰雪融水补给为主）,0_0-2,0_0-2,比较,比较,,,与 乙国 相比 ， 甲国 河流 以 冰雪 融水 补给 为 主,与 乙国 相比 ， 甲国 河流 以 冰雪融水 补给 为 主,P NN VV PU NR NN P NN NN VV VV NN,( (IP (IP (VP (PP (P 与) (NP (NR 乙国))) (VP (VV 相比)))) (PU ，) (NP (NR 甲国) (NN 河流)) (VP (PP (P 以) (NP (NP (NN 冰雪) (NN 融水)) (NP (NN 补给)))) (VP (VV 为) (NP (NN 主))))) )
32-③,与乙国相比，甲国河流	结冰期长,None,,1 4,6,,与 乙国 相比 ， 甲国 河流 结冰期 长,与 乙国 相比 ， 甲国 河流 结冰期 长,P NR VV PU NR NN NN VA,,比较_0（甲国河流，乙国河流，结冰期，长）,比较_0（甲国河流，乙国河流，结冰期，长）,0_0-2,0_0-2,比较,比较,,,与 乙国 相比 ， 甲国 河流 结冰期 长,与 乙国 相比 ， 甲国 河流 结冰期 长,P NN VV PU NR NN NN VA,( (IP (IP (VP (PP (P 与) (NP (NR 乙国))) (VP (VV 相比)))) (PU ，) (NP (NR 甲国) (NN 河流)) (NP (NN 结冰期)) (VP (VA 长))) )
32-④,与乙国相比，甲国河流	支流众多,None,,1 4,,,与 乙国 相比 ， 甲国 河流 支流 众多,与 乙国 相比 ， 甲国 河流 支流 众多,P NR VV PU NR NN NN VA,,比较_0（甲国河流，乙国河流，支流，众多）,比较_0（甲国河流，乙国河流，支流，众多）,0_0-2,0_0-2,比较,比较,,,与 乙国 相比 ， 甲国 河流 支流 众多,与 乙国 相比 ， 甲国 河流 支流 众多,P NN VV PU NR NN NN VA,( (IP (IP (VP (PP (P 与) (NP (NR 乙国))) (VP (VV 相比)))) (PU ，) (NP (NR 甲国) (NN 河流)) (NP (NN 支流)) (VP (VA 众多))) )
33-A,乙国生产的主要粮食为	稻米、玉米,None,,0,,,乙国 生产 的 主要 粮食 为 稻米 、 玉米,乙国 生产 的 主要 粮食 为 稻米 、 玉米,loc VV DEC JJ NN VV NN PU NN,,实体信息陈述_0（乙国，生产的主要粮食，稻米、玉米）,实体信息陈述_0（乙国，生产的主要粮食，集合_1（稻米，玉米））,,1_7,实体信息陈述,实体信息陈述 集合,,,乙国 生产 的 主要 粮食 为 稻米 、 玉米,乙国 生产 的 主要 粮食 为 稻米 、 玉米,loc VV DEC JJ NN VV NN PU NN,( (IP (NP (CP (IP (NP (NR 乙国)) (VP (VV 生产))) (DEC 的)) (ADJP (JJ 主要)) (NP (NN 粮食))) (VP (VV 为) (NP (NN 稻米) (PU 、) (NN 玉米)))) )
33-B,乙国生产的主要粮食为	稻米、小麦,None,,0,,,乙国 生产 的 主要 粮食 为 稻米 、 小麦,乙国 生产 的 主要 粮食 为 稻米 、 小麦,loc VV DEC JJ NN VV NN PU NN,,实体信息陈述_0（乙国，生产的主要粮食，稻米、小麦）,实体信息陈述_0（乙国，生产的主要粮食，集合_1（稻米，小麦））,,1_7,实体信息陈述,实体信息陈述 集合,,,乙国 生产 的 主要 粮食 为 稻米 、 小麦,乙国 生产 的 主要 粮食 为 稻米 、 小麦,loc VV DEC JJ NN VV NN PU NN,( (IP (NP (CP (IP (NP (NR 乙国)) (VP (VV 生产))) (DEC 的)) (ADJP (JJ 主要)) (NP (NN 粮食))) (VP (VV 为) (NP (NN 稻米) (PU 、) (NN 小麦)))) )
33-C,乙国生产的主要粮食为	小麦、玉米,None,,0,,,乙国 生产 的 主要 粮食 为 小麦 、 玉米,乙国 生产 的 主要 粮食 为 小麦 、 玉米,loc VV DEC JJ NN VV NN PU NN,,实体信息陈述_0（乙国，生产的主要粮食，小麦、玉米）,实体信息陈述_0（乙国，生产的主要粮食，集合_1（小麦，玉米））,,1_7,实体信息陈述,实体信息陈述 集合,,,乙国 生产 的 主要 粮食 为 小麦 、 玉米,乙国 生产 的 主要 粮食 为 小麦 、 玉米,loc VV DEC JJ NN VV NN PU NN,( (IP (NP (CP (IP (NP (NR 乙国)) (VP (VV 生产))) (DEC 的)) (ADJP (JJ 主要)) (NP (NN 粮食))) (VP (VV 为) (NP (NN 小麦) (PU 、) (NN 玉米)))) )
33-D,乙国生产的主要粮食为	小麦、青稞,None,,0,,,乙国 生产 的 主要 粮食 为 小麦 、 青稞,乙国 生产 的 主要 粮食 为 小麦 、 青稞,loc VV DEC JJ NN VV NN PU NN,,实体信息陈述_0（乙国，生产的主要粮食，小麦、青稞）,实体信息陈述_0（乙国，生产的主要粮食，集合_1（小麦，青稞））,,1_7,实体信息陈述,实体信息陈述 集合,,,乙国 生产 的 主要 粮食 为 小麦 、 青稞,乙国 生产 的 主要 粮食 为 小麦 、 青稞,loc VV DEC JJ NN VV NN PU NN,( (IP (NP (CP (IP (NP (NR 乙国)) (VP (VV 生产))) (DEC 的)) (ADJP (JJ 主要)) (NP (NN 粮食))) (VP (VV 为) (NP (NN 小麦) (PU 、) (NN 青稞)))) )
34-A,甲国主要农业地域类型的特点是	机械化程度高,None,,0,2,,甲国 主要 农业地域类型 的 特点 是 机械化 程度 高,甲国 主要 农业 地域 类型 的 特点 是 机械化 程度 高,loc JJ term DEG NN VC NN NN VA,,实体信息陈述_0（甲国，农业地域类型的特点，机械化程度高）,实体信息陈述_0（甲国，农业地域类型的特点，机械化程度高）,,,实体信息陈述,实体信息陈述,,,甲国 主要 农业地域类型 的 特点 是 机械化 程度 高,甲国 主要 农业地域类型 的 特点 是 机械化 程度 高,loc JJ term DEG NN VC NN NN VA,( (IP (NP (DNP (NP (NP (NR 甲国)) (ADJP (JJ 主要)) (NP (NN 农业地域类型))) (DEG 的)) (NP (NN 特点))) (VP (VC 是) (IP (NP (NN 机械化) (NN 程度)) (VP (VA 高))))) )
34-B,甲国主要农业地域类型的特点是	水利工程量大,None,,0,2,,甲国 主要 农业地域类型 的 特点 是 水利 工程量 大,甲国 主要 农业 地域 类型 的 特点 是 水利 工程量 大,loc JJ term DEG NN VC NN NN VA,,实体信息陈述_0（甲国，农业地域类型的特点，水利工程量大）,实体信息陈述_0（甲国，农业地域类型的特点，水利工程量大）,,,实体信息陈述,实体信息陈述,,,甲国 主要 农业地域类型 的 特点 是 水利 工程量 大,甲国 主要 农业地域类型 的 特点 是 水利 工程量 大,loc JJ term DEG NN VC NN NN JJ,( (IP (NP (DNP (NP (NP (NR 甲国)) (ADJP (JJ 主要)) (NP (NN 农业地域类型))) (DEG 的)) (NP (NN 特点))) (VP (VC 是) (IP (NP (NN 水利) (NN 工程量)) (VP (VA 大))))) )
34-C,甲国主要农业地域类型的特点是	生产规模大,None,,0,2,,甲国 主要 农业地域类型 的 特点 是 生产 规模 大,甲国 主要 农业 地域 类型 的 特点 是 生产 规模 大,loc JJ term DEG NN VC NN NN VA,,实体信息陈述_0（甲国，农业地域类型的特点，生产规模大）,实体信息陈述_0（甲国，农业地域类型的特点，生产规模大）,,,实体信息陈述,实体信息陈述,,,甲国 主要 农业地域类型 的 特点 是 生产 规模 大,甲国 主要 农业地域类型 的 特点 是 生产 规模 大,loc JJ term DEG NN VC NN NN VA,( (IP (NP (DNP (NP (NP (NR 甲国)) (ADJP (JJ 主要)) (NP (NN 农业地域类型))) (DEG 的)) (NP (NN 特点))) (VP (VC 是) (IP (NP (NN 生产) (NN 规模)) (VP (VA 大))))) )
34-D,甲国主要农业地域类型的特点是	单位面积产量低,None,,0,2,,甲国 主要 农业地域类型 的 特点 是 单位 面积 产量 低,甲国 主要 农业 地域 类型 的 特点 是 单位 面积 产量 低,loc JJ term DEG NN VC NN NN NN VA,,实体信息陈述_0（甲国，农业地域类型的特点，单位面积产量低）,实体信息陈述_0（甲国，农业地域类型的特点，单位面积产量低）,,,实体信息陈述,实体信息陈述,,,甲国 主要 农业地域类型 的 特点 是 单位 面积 产量 低,甲国 主要 农业地域类型 的 特点 是 单位 面积 产量 低,loc JJ term DEG NN VC NN NN NN VA,( (IP (NP (DNP (NP (NP (NR 甲国)) (ADJP (JJ 主要)) (NP (NN 农业地域类型))) (DEG 的)) (NP (NN 特点))) (VP (VC 是) (IP (NP (NN 单位) (NN 面积) (NN 产量)) (VP (VA 低))))) )
35-A,表中湿地面积缩减量最大、减少比例最大的是	新疆湿地,None,,13,1,,表中 湿地 面积 缩减量 最 大 、 减少 比例 最 大 的 是 新疆湿地,表中 湿地 面积 缩减量 最 大 、 减少 比例 最 大 的 是 新疆 湿地,NN term NN NN AD VA PU VV NN AD VA DEC VC loc,,最值_0（新疆湿地，湿地面积缩减量，大，表中）最值_1（新疆湿地，湿地面积减少比例，大，表中）,最值_0（新疆湿地，湿地面积缩减量，大，表中）最值_1（新疆湿地，湿地面积减少比例，大，表中）,0_4 1_9,0_4 1_9,最值,最值,,,表中 湿地 面积 缩 减量 最 大 、 减少 比例 最 大 的 是 新疆 湿地,表中 湿地 面积 缩 减量 最 大 、 减少 比例 最 大 的 是 新疆 湿地,NN term NN VV NN AD VA PU VV NN AD VA DEC VC loc,( (IP (IP (NP (NN 表中) (NN 湿地) (NN 面积)) (NP (NN 缩减量)) (VP (ADVP (AD 最)) (VP (VA 大)))) (PU 、) (IP (NP (CP (IP (NP (CP (IP (VV 减少))) (NP (NN 比例))) (VP (ADVP (AD 最)) (VP (VA 大)))) (DEC 的))) (VP (VC 是) (NP (NR 新疆湿地))))) )
35-B,表中湿地面积缩减量最大、减少比例最大的是	滨海湿地,None,,13,1,,表中 湿地 面积 缩减量 最 大 、 减少 比例 最 大 的 是 滨海湿地,表中 湿地 面积 缩减量 最 大 、 减少 比例 最 大 的 是 滨海 湿地,NN term NN NN AD VA PU VV NN AD VA DEC VC loc,,最值_0（滨海湿地，湿地面积缩减量，大，表中）最值_1（滨海湿地，湿地面积减少比例，大，表中）,最值_0（滨海湿地，湿地面积缩减量，大，表中）最值_1（滨海湿地，湿地面积减少比例，大，表中）,0_4 1_9,0_4 1_9,最值,最值,,,表中 湿地 面积 缩 减量 最 大 、 减少 比例 最 大 的 是 滨海 湿地,表中 湿地 面积 缩 减量 最 大 、 减少 比例 最 大 的 是 滨海 湿地,NN term NN VV NN AD VA PU VV NN AD VA DEC VC loc,( (IP (IP (NP (NN 表中) (NN 湿地) (NN 面积)) (NP (NN 缩减量)) (VP (ADVP (AD 最)) (VP (VA 大)))) (PU 、) (IP (NP (CP (IP (NP (CP (IP (VV 减少))) (NP (NN 比例))) (VP (ADVP (AD 最)) (VP (VA 大)))) (DEC 的))) (VP (VC 是) (NP (NR 滨海湿地))))) )
