编号,文本,拆分信息,时间,地点,术语,数量词,（粗粒度）分词,（细粒度）分词,词性,成分分析,简化模板,完整模板,简化模板线索词,完整模板线索词,简化模板类型,完整模板类型,（auto）时间,（auto）地点,（auto粗粒度）分词,（auto细粒度）分词,（auto）词性,（auto）成分分析
2-D,根据2000—2010年间人口变化特点，判断下列叙述正确的是	人口变化特点与人口迁移密切相关,None,1,,,,根据 2000—2010年 间 人口 变化 特点 ， 判断 下列 叙述 正确 的 是 人口 变化 特点 与 人口 迁移 密切 相关,根据 2000 — 2010年 间 人口 变化 特点 ， 判断 下列 叙述 正确 的 是 人口 变化 特点 与 人口 迁移 密切 相关,P time LC NN NN NN PU VV JJ NN VA DEC VC NN NN NN CC NN VV AD VA,,时间限定_0（2000—2010年）实体信息陈述_1（人口变化特点，密切相关，人口迁移）,时间限定_0（2000—2010年）实体信息陈述_1（人口变化特点，密切相关，人口迁移）,,,时间限定 实体信息陈述,时间限定 实体信息陈述,1,,根据 2000 — 2010年 间 人口 变化 特点 ， 判断 下列 叙述 正确 的 是 人口 变化 特点 与 人口 迁移 密切 相关,根据 2000 — 2010年 间 人口 变化 特点 ， 判断 下列 叙述 正确 的 是 人口 变化 特点 与 人口 迁移 密切 相关,P time LC NN NN NN PU VV NN VV VA DEC VC NN NN NN CC NN VV JJ JJ,( (IP (PP (P 根据) (NP (NP (LCP (NP (NT 2000—2010年)) (LC 间)) (NP (NN 人口) (NN 变化))) (NP (NN 特点)))) (PU ，) (IP (VP (VV 判断) (NP (ADJP (JJ 下列)) (NP (NN 叙述))))) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (NP (NP (NN 人口) (NN 变化)) (NP (NN 特点) (CC 与) (NN 人口))) (VP (VP (VV 迁移)) (VP (ADVP (AD 密切)) (VP (VA 相关))))))) )
3-①,近年来，城市内涝在我国一些大城市相继出现，下列有关城市内涝产生原因的叙述，正确的是	城市地表硬化面积过大，不利于下渗,n,,,3 14,,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 城市 地表 硬化 面积 过 大 ， 不利于 下渗,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 城市 地表 硬化 面积 过 大 ， 不利于 下渗,NT PU NN term P NR CD NR AD VV PU JJ JJ NN term VV NN DEG NN PU VA DEC VC NN NN VV NN AD VA PU VV NN,,因果_0（城市地表硬化面积过大不利于下渗，城市内涝）,因果_0（城市地表硬化面积过大不利于下渗，城市内涝）,0_15-16,0_15-16,因果,因果,,,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 城市 地表 硬化 面积 过 大 ， 不利于 下渗,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 城市 地表 硬化 面积 过 大 ， 不利于 下渗,NT PU NN term P NR CD NR AD VV PU JJ JJ NN term VV NN DEG NN PU VA DEC VC NN NN VV NN AD VA PU VV NN,( (IP (IP (NP (NT 近年来)) (PU ，) (NP (NN 城市) (NN 内涝)) (VP (PP (P 在) (NP (NP (NR 我国)) (QP (CD 一些)) (NP (NR 大城市)))) (ADVP (AD 相继)) (VP (VV 出现)))) (PU ，) (IP (NP (NP (ADJP (JJ 下列)) (ADJP (JJ 有关)) (NP (NN 城市))) (NP (NN 内涝))) (VP (VV 产生) (NP (DNP (NP (NN 原因)) (DEG 的)) (NP (NN 叙述))))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (IP (NP (NN 城市) (NN 地表)) (VP (VV 硬化))) (IP (NP (NN 面积)) (VP (ADVP (AD 过)) (VP (VA 大)))) (PU ，) (IP (VP (VV 不利于) (NP (NN 下渗))))))) )
3-②,近年来，城市内涝在我国一些大城市相继出现，下列有关城市内涝产生原因的叙述，正确的是	城市管网不完善，城市规划赶不上城市化发展,y,,,3 14,,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 城市 管网 不 完善 ， 城市 规划 赶不上 城市化 发展,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 城市 管网 不 完善 ， 城市 规划 赶不上 城市化 发展,NT PU NN term P NR CD NR AD VV PU JJ JJ NN term NN NN DEG NN PU VA DEC VC NN NN AD VA PU NN NN VV NN NN,,因果_0（城市管网不完善城市规划赶不上城市化发展，城市内涝）,因果_0（城市管网不完善城市规划赶不上城市化发展，城市内涝）,0_15-16,0_15-16,因果,因果,,,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 城市 管网 不 完善 ， 城市 规划 赶不上 城市化 发展,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 城市 管网 不 完善 ， 城市 规划 赶不上 城市化 发展,NT PU NN term P NR CD NR AD VV PU JJ JJ NN term VV NN DEG NN PU VA DEC VC NN NN AD VA PU NN VV NR NN NN,( (IP (IP (NP (NT 近年来)) (PU ，) (NP (NN 城市) (NN 内涝)) (VP (PP (P 在) (NP (NP (NR 我国)) (QP (CD 一些)) (NP (NR 大城市)))) (ADVP (AD 相继)) (VP (VV 出现)))) (PU ，) (IP (NP (NP (NP (ADJP (JJ 下列)) (ADJP (JJ 有关)) (NP (NN 城市))) (NP (NN 内涝))) (DNP (NP (NN 产生) (NN 原因)) (DEG 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (NP (NN 城市) (NN 管网)) (VP (ADVP (AD 不)) (VP (VA 完善)))))) (PU ，) (IP (NP (NN 城市) (NN 规划)) (VP (VV 赶不上) (NP (NN 城市化) (NN 发展))))) )
3-②-0,近年来，城市内涝在我国一些大城市相继出现，下列有关城市内涝产生原因的叙述，正确的是	城市管网不完善,ed-ori,,,3 14,,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 城市 管网 不 完善,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 城市 管网 不 完善,NT PU NN term P NR CD NR AD VV PU JJ JJ NN term NN NN DEG NN PU VA DEC VC NN NN AD VA,,因果_0（城市管网不完善，城市内涝）,因果_0（城市管网不完善，城市内涝）,0_15-16,0_15-16,因果,因果,,,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 城市 管网 不 完善,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 城市 管网 不 完善,NT PU NN term P NR CD NR AD VV PU JJ JJ NN term VV NN DEG NN PU VA DEC VC NN NN AD VA,( (IP (IP (NP (NT 近年来)) (PU ，) (NP (NN 城市) (NN 内涝)) (VP (PP (P 在) (NP (NP (NR 我国)) (QP (CD 一些)) (NP (NR 大城市)))) (ADVP (AD 相继)) (VP (VV 出现)))) (PU ，) (NP (NP (NP (ADJP (JJ 下列)) (ADJP (JJ 有关)) (NP (NN 城市))) (NP (NN 内涝))) (DNP (NP (NN 产生) (NN 原因)) (DEG 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (NP (NN 城市) (NN 管网)) (VP (ADVP (AD 不)) (VP (VA 完善)))))) )
3-②-1,近年来，城市内涝在我国一些大城市相继出现，下列有关城市内涝产生原因的叙述，正确的是	城市规划赶不上城市化发展,ed-ori,,,3 14,,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 城市 规划 赶不上 城市化 发展,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 城市 规划 赶不上 城市化 发展,NT PU NN term P NR CD NR AD VV PU JJ JJ NN term NN NN DEG NN PU VA DEC VC NN NN VV NN NN,,因果_0（城市规划赶不上城市化发展，城市内涝）,因果_0（城市规划赶不上城市化发展，城市内涝）,0_15-16,0_15-16,因果,因果,,,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 城市 规划 赶不上 城市化 发展,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 城市 规划 赶不上 城市化 发展,NT PU NN term P NR CD NR AD VV PU JJ JJ NN term VV NN DEG NN PU VA DEC VC NN VV NR NN NN,( (IP (IP (NP (NT 近年来)) (PU ，) (NP (NN 城市) (NN 内涝)) (VP (PP (P 在) (NP (NP (NR 我国)) (QP (CD 一些)) (NP (NR 大城市)))) (ADVP (AD 相继)) (VP (VV 出现)))) (PU ，) (NP (NP (NP (ADJP (JJ 下列)) (ADJP (JJ 有关)) (NP (NN 城市))) (NP (NN 内涝))) (DNP (NP (NN 产生) (NN 原因)) (DEG 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (NP (NN 城市) (NN 规划)) (VP (VV 赶不上) (NP (NN 城市化) (NN 发展)))))) )
3-③,近年来，城市内涝在我国一些大城市相继出现，下列有关城市内涝产生原因的叙述，正确的是	地势低洼，排水不畅,y,,,3 14,,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 地势 低洼 ， 排水 不 畅,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 地势 低洼 ， 排水 不 畅,NT PU NN term P NR CD NR AD VV PU JJ JJ NN term NN NN DEG NN PU VA DEC VC NN VA PU NN AD VA,,因果_0（地势低洼排水不畅，城市内涝）,因果_0（地势低洼排水不畅，城市内涝）,0_15-16,0_15-16,因果,因果,,,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 地势 低洼 ， 排水 不 畅,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 地势 低洼 ， 排水 不 畅,NT PU NN term P NR CD NR AD VV PU JJ JJ NN term VV NN DEG NN PU VA DEC VC NN VA PU VV AD VA,( (IP (IP (NP (NT 近年来)) (PU ，) (NP (NN 城市) (NN 内涝)) (VP (PP (P 在) (NP (NP (NR 我国)) (QP (CD 一些)) (NP (NR 大城市)))) (ADVP (AD 相继)) (VP (VV 出现)))) (PU ，) (NP (NP (NP (ADJP (JJ 下列)) (ADJP (JJ 有关)) (NP (NN 城市))) (NP (NN 内涝))) (DNP (NP (NN 产生) (NN 原因)) (DEG 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (IP (NP (NN 地势)) (VP (VA 低洼))) (PU ，) (IP (NP (NN 排水)) (VP (ADVP (AD 不)) (VP (VA 畅))))))) )
3-③-0,近年来，城市内涝在我国一些大城市相继出现，下列有关城市内涝产生原因的叙述，正确的是	地势低洼,ed-ori,,,3 14,,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 地势 低洼,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 地势 低洼,NT PU NN term P NR CD NR AD VV PU JJ JJ NN term NN NN DEG NN PU VA DEC VC NN VA,,因果_0（地势低洼，城市内涝）,因果_0（地势低洼，城市内涝）,0_15-16,0_15-16,因果,因果,,,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 地势 低洼,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 地势 低洼,NT PU NN term P NR CD NR AD VV PU JJ JJ NN term VV NN DEG NN PU VA DEC VC NN VA,( (IP (IP (NP (NT 近年来)) (PU ，) (NP (NN 城市) (NN 内涝)) (VP (PP (P 在) (NP (NP (NR 我国)) (QP (CD 一些)) (NP (NR 大城市)))) (ADVP (AD 相继)) (VP (VV 出现)))) (PU ，) (NP (NP (NP (ADJP (JJ 下列)) (ADJP (JJ 有关)) (NP (NN 城市))) (NP (NN 内涝))) (DNP (NP (NN 产生) (NN 原因)) (DEG 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (NP (NN 地势)) (VP (VA 低洼))))) )
3-③-1,近年来，城市内涝在我国一些大城市相继出现，下列有关城市内涝产生原因的叙述，正确的是	排水不畅,ed-ori,,,3 14,,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 排水 不 畅,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 排水 不 畅,NT PU NN term P NR CD NR AD VV PU JJ JJ NN term NN NN DEG NN PU VA DEC VC NN AD VA,,因果_0（排水不畅，城市内涝）,因果_0（地势低洼，城市内涝）,0_15-16,0_15-16,因果,因果,,,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 排水 不 畅,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 排水 不 畅,NT PU NN term P NR CD NR AD VV PU JJ JJ NN term VV NN DEG NN PU VA DEC VC NN AD VA,( (IP (IP (NP (NT 近年来)) (PU ，) (NP (NN 城市) (NN 内涝)) (VP (PP (P 在) (NP (NP (NR 我国)) (QP (CD 一些)) (NP (NR 大城市)))) (ADVP (AD 相继)) (VP (VV 出现)))) (PU ，) (NP (NP (NP (ADJP (JJ 下列)) (ADJP (JJ 有关)) (NP (NN 城市))) (NP (NN 内涝))) (DNP (NP (NN 产生) (NN 原因)) (DEG 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (NP (NN 排水)) (VP (ADVP (AD 不)) (VP (VA 畅)))))) )
3-④,近年来，城市内涝在我国一些大城市相继出现，下列有关城市内涝产生原因的叙述，正确的是	城市化带来的“雨岛效应”，易导致降水强度增大,n,,,3 14 27,,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 城市化 带来 的 “ 雨岛效应 ” ， 易 导致 降水 强度 增大,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 城市化 带来 的 “ 雨岛 效应 ” ， 易 导致 降水 强度 增大,NT PU NN term P NR CD NR AD VV PU JJ JJ NN term NN NN DEG NN PU VA DEC VC NN VV DEC PU term PU PU AD VV NN NN VV,,因果_0（城市化带来的“雨岛效应”易导致降水强度增大，城市内涝）,因果_0（因果_1（城市化带来的“雨岛效应”，趋势_2（降水强度，#，#，增大）），城市内涝）,0_15-16,0_15-16 1_30-31 2_34,因果,因果 趋势,,,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 城市化 带来 的 “ 雨岛 效应 ” ， 易 导致 降水 强度 增大,近年来 ， 城市 内涝 在 我国 一些 大城市 相继 出现 ， 下列 有关 城市 内涝 产生 原因 的 叙述 ， 正确 的 是 城市化 带来 的 “ 雨岛 效应 ” ， 易 导致 降水 强度 增大,NT PU NN term P NR CD NR AD VV PU JJ JJ NN term VV NN DEG NN PU VA DEC VC NN VV DEC PU term PU PU AD VV VV NN VV,( (IP (IP (NP (NT 近年来)) (PU ，) (NP (NN 城市) (NN 内涝)) (VP (PP (P 在) (NP (NP (NR 我国)) (QP (CD 一些)) (NP (NR 大城市)))) (ADVP (AD 相继)) (VP (VV 出现)))) (PU ，) (NP (NP (NP (ADJP (JJ 下列)) (ADJP (JJ 有关)) (NP (NN 城市))) (NP (NN 内涝))) (DNP (NP (NN 产生) (NN 原因)) (DEG 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VP (VC 是) (NP (CP (IP (NP (NN 城市化)) (VP (VV 带来))) (DEC 的)) (NP (PU “) (NN 雨岛效应) (PU ”)))) (PU ，) (VP (ADVP (AD 易)) (VP (VV 导致) (IP (NP (NN 降水) (NN 强度)) (VP (VV 增大))))))) )
4-A,内蒙古乌兰察布与安第斯山地的高山区相比，适合马铃薯种植的相似自然条件是	纬度较高,None,,0 2,15,,内蒙古乌兰察布 与 安第斯山地 的 高山区 相比 ， 适合 马铃薯 种植 的 相似 自然 条件 是 纬度 较 高,内蒙古 乌兰察布 与 安第斯 山地 的 高山区 相比 ， 适合 马铃薯 种植 的 相似 自然 条件 是 纬度 较 高,loc P loc DEG NN VV PU VV NR NN DEC VV NN NN VC term AD VA,,实体信息陈述_0（纬度较高，适合，马铃薯种植）,实体信息陈述_0（纬度较高，适合，马铃薯种植）,,,实体信息陈述,实体信息陈述,,,内蒙古 乌兰察布 与 安第斯山 地 的 高山区 相比 ， 适合 马铃薯 种植 的 相似 自然 条件 是 纬度 较 高,内蒙古 乌兰察布 与 安第斯 山地 的 高山区 相比 ， 适合 马铃薯 种植 的 相似 自然 条件 是 纬度 较 高,loc CC loc DEG NN VV PU VV NR VV DEC VV NN NN VC term AD VA,( (IP (IP (NP (NR 内蒙古乌兰察布)) (VP (PP (P 与) (NP (DNP (NP (NR 安第斯山地)) (DEG 的)) (NP (NN 高山区)))) (VP (VV 相比)))) (PU ，) (NP (CP (IP (VP (VV 适合) (NP (NR 马铃薯) (NN 种植)))) (DEC 的)) (IP (VP (VV 相似))) (NP (NN 自然) (NN 条件))) (VP (VC 是) (IP (NP (NN 纬度)) (VP (ADVP (AD 较)) (VP (VA 高)))))) )
4-B,内蒙古乌兰察布与安第斯山地的高山区相比，适合马铃薯种植的相似自然条件是	地势起伏大,None,,0 2,,,内蒙古乌兰察布 与 安第斯山地 的 高山区 相比 ， 适合 马铃薯 种植 的 相似 自然 条件 是 地势 起伏 大,内蒙古 乌兰察布 与 安第斯 山地 的 高山区 相比 ， 适合 马铃薯 种植 的 相似 自然 条件 是 地势 起伏 大,loc P loc DEG NN VV PU VV NR NN DEC VV NN NN VC NN NN VA,,实体信息陈述_0（地势起伏大，适合，马铃薯种植）,实体信息陈述_0（地势起伏大，适合，马铃薯种植）,,,实体信息陈述,实体信息陈述,,,内蒙古 乌兰察布 与 安第斯山 地 的 高山区 相比 ， 适合 马铃薯 种植 的 相似 自然 条件 是 地势 起伏 大,内蒙古 乌兰察布 与 安第斯 山地 的 高山区 相比 ， 适合 马铃薯 种植 的 相似 自然 条件 是 地势 起伏 大,loc CC loc DEG NN VV PU VV NR VV DEC VV NN NN VC NN VV JJ,( (IP (IP (NP (NR 内蒙古乌兰察布)) (VP (PP (P 与) (NP (DNP (NP (NR 安第斯山地)) (DEG 的)) (NP (NN 高山区)))) (VP (VV 相比)))) (PU ，) (NP (CP (IP (VP (VV 适合) (NP (NR 马铃薯) (NN 种植)))) (DEC 的)) (IP (VP (VV 相似))) (NP (NN 自然) (NN 条件))) (VP (VC 是) (IP (NP (NN 地势) (NN 起伏)) (VP (VA 大))))) )
4-C,内蒙古乌兰察布与安第斯山地的高山区相比，适合马铃薯种植的相似自然条件是	气候温凉,None,,0 2,,,内蒙古乌兰察布 与 安第斯山地 的 高山区 相比 ， 适合 马铃薯 种植 的 相似 自然 条件 是 气候 温凉,内蒙古 乌兰察布 与 安第斯 山地 的 高山区 相比 ， 适合 马铃薯 种植 的 相似 自然 条件 是 气候 温凉,loc P loc DEG NN VV PU VV NR NN DEC VV NN NN VC NN VA,,实体信息陈述_0（气候温凉，适合，马铃薯种植）,实体信息陈述_0（气候温凉，适合，马铃薯种植）,,,实体信息陈述,实体信息陈述,,,内蒙古 乌兰察布 与 安第斯山 地 的 高山区 相比 ， 适合 马铃薯 种植 的 相似 自然 条件 是 气候 温凉,内蒙古 乌兰察布 与 安第斯 山地 的 高山区 相比 ， 适合 马铃薯 种植 的 相似 自然 条件 是 气候 温凉,loc CC loc DEG NN VV PU VV NR VV DEC VV NN NN VC NN VA,( (IP (IP (NP (NR 内蒙古乌兰察布)) (VP (PP (P 与) (NP (DNP (NP (NR 安第斯山地)) (DEG 的)) (NP (NN 高山区)))) (VP (VV 相比)))) (PU ，) (IP (NP (CP (IP (VP (VV 适合) (NP (NR 马铃薯) (NN 种植)))) (DEC 的)) (IP (VP (VV 相似))) (NP (NN 自然) (NN 条件))) (VP (VC 是) (IP (NP (NN 气候)) (VP (VA 温凉)))))) )
4-D,内蒙古乌兰察布与安第斯山地的高山区相比，适合马铃薯种植的相似自然条件是	气温年较差大,None,,0 2,,,内蒙古乌兰察布 与 安第斯山地 的 高山区 相比 ， 适合 马铃薯 种植 的 相似 自然 条件 是 气温年较差 大,内蒙古 乌兰察布 与 安第斯 山地 的 高山区 相比 ， 适合 马铃薯 种植 的 相似 自然 条件 是 气温年较差 大,loc P loc DEG NN VV PU VV NR NN DEC VV NN NN VC NN VA,,实体信息陈述_0（气温年较差大，适合，马铃薯种植）,实体信息陈述_0（气温年较差大，适合，马铃薯种植）,,,实体信息陈述,实体信息陈述,,,内蒙古 乌兰察布 与 安第斯山 地 的 高山区 相比 ， 适合 马铃薯 种植 的 相似 自然 条件 是 气温年较差 大,内蒙古 乌兰察布 与 安第斯 山地 的 高山区 相比 ， 适合 马铃薯 种植 的 相似 自然 条件 是 气温年较差 大,loc CC loc DEG NN VV PU VV NR VV DEC VV NN NN VC NN VA,( (IP (IP (NP (NR 内蒙古乌兰察布)) (VP (PP (P 与) (NP (DNP (NP (NR 安第斯山地)) (DEG 的)) (NP (NN 高山区)))) (VP (VV 相比)))) (PU ，) (IP (NP (CP (IP (VP (VV 适合) (NP (NR 马铃薯) (NN 种植)))) (DEC 的)) (IP (VP (VV 相似))) (NP (NN 自然) (NN 条件))) (VP (VC 是) (IP (NP (NN 气温年较差)) (VP (VA 大)))))) )
5-A,乌兰察布利用网络推销方式，缓解了该地马铃薯滞销的问题，其主要原因是	市场信息畅通,None,,0,,,乌兰察布 利用 网络 推销 方式 ， 缓解 了 该 地 马铃薯 滞销 的 问题 ， 其 主要 原因 是 市场 信息 畅通,乌兰察布 利用 网络 推销 方式 ， 缓解 了 该 地 马铃薯 滞销 的 问题 ， 其 主要 原因 是 市场 信息 畅通,loc VV NN NN NN PU VV AS DT NN NR NN DEC NN PU PN JJ NN VC NN NN VA,,因果_0（市场信息畅通，乌兰察布利用网络推销方式缓解了该地马铃薯滞销的问题）,因果_0（市场信息畅通，影响_1（网络推销方式，乌兰察布利马铃薯滞销的问题，缓解））,0_16-17,0_16-17 1_1-4-6-7,因果,因果 影响,,,乌兰察布 利用 网络 推销 方式 ， 缓解 了 该 地 马铃薯 滞销 的 问题 ， 其 主要 原因 是 市场 信息 畅通,乌兰察 布利 用 网络 推销 方式 ， 缓解 了 该 地 马铃薯 滞销 的 问题 ， 其 主要 原因 是 市场 信息 畅通,loc VV NN NN NN PU VV AS DT NN NR VV DEC NN PU PN JJ NN VC NN NN VA,( (IP (IP (NP (NR 乌兰察布)) (VP (VP (VV 利用) (NP (NN 网络) (NN 推销) (NN 方式))) (PU ，) (VP (VV 缓解) (AS 了) (NP (CP (IP (NP (DP (DT 该)) (NP (NN 地))) (VP (NP (NP (NR 马铃薯)) (NP (NN 滞销))))) (DEC 的)) (NP (NN 问题)))))) (PU ，) (IP (NP (NP (PN 其)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (IP (NP (NN 市场) (NN 信息)) (VP (VA 畅通)))))) )
5-B,乌兰察布利用网络推销方式，缓解了该地马铃薯滞销的问题，其主要原因是	农业技术提高,None,,0,,,乌兰察布 利用 网络 推销 方式 ， 缓解 了 该 地 马铃薯 滞销 的 问题 ， 其 主要 原因 是 农业 技术 提高,乌兰察布 利用 网络 推销 方式 ， 缓解 了 该 地 马铃薯 滞销 的 问题 ， 其 主要 原因 是 农业 技术 提高,loc VV NN NN NN PU VV AS DT NN NR NN DEC NN PU PN JJ NN VC NN NN VV,,因果_0（农业技术提高，乌兰察布利用网络推销方式缓解了该地马铃薯滞销的问题）,因果_0（农业技术提高，影响_1（网络推销方式，乌兰察布利马铃薯滞销的问题，缓解））,0_16-17,0_16-17 1_1-4-6-7,因果,因果 影响,,,乌兰察布 利用 网络 推销 方式 ， 缓解 了 该 地 马铃薯 滞销 的 问题 ， 其 主要 原因 是 农业 技术 提高,乌兰察 布利 用 网络 推销 方式 ， 缓解 了 该 地 马铃薯 滞销 的 问题 ， 其 主要 原因 是 农业 技术 提高,loc VV NN NN NN PU VV AS DT NN NR VV DEC NN PU PN JJ NN VC NN NN VV,( (IP (IP (NP (NR 乌兰察布)) (VP (VP (VV 利用) (NP (NN 网络) (NN 推销) (NN 方式))) (PU ，) (VP (VV 缓解) (AS 了) (NP (CP (IP (NP (DP (DT 该)) (NP (NN 地))) (VP (NP (NP (NR 马铃薯)) (NP (NN 滞销))))) (DEC 的)) (NP (NN 问题)))))) (PU ，) (NP (NP (PN 其)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (IP (NP (NN 农业) (NN 技术)) (VP (VV 提高))))) )
