编号,文本,拆分信息,时间,地点,术语,数量词,（粗粒度）分词,（细粒度）分词,词性,成分分析,简化模板,完整模板,简化模板线索词,完整模板线索词,简化模板类型,完整模板类型,（auto）时间,（auto）地点,（auto粗粒度）分词,（auto细粒度）分词,（auto）词性,（auto）成分分析
17-A-1,该地区农业生产	农产品的单产量和商品率较高,ed-ori,,,,,该 地区 农业 生产 农产品 的 单产量 和 商品率 较 高,该 地区 农业 生产 农产品 的 单产量 和 商品率 较 高,DT NN NN NN NN DEG NN CC NN AD VA,,,,,,,,,,该 地区 农业 生产 农产品 的 单产量 和 商品率 较 高,该 地区 农业 生产 农产品 的 单产量 和 商品率 较 高,DT NN NN NN NN DEG NN CC NN AD VA,( (IP (NP (NP (DP (DT 该)) (NP (NN 地区))) (NP (NN 农业) (NN 生产))) (NP (DNP (NP (NN 农产品)) (DEG 的)) (NP (NN 单产量) (CC 和) (NN 商品率))) (VP (ADVP (AD 较)) (VP (VA 高)))) )
17-B,该地区农业生产	与市场联系密切，多分布在城市周边地区,y,,,,,该 地区 农业 生产 与 市场 联系 密切 ， 多 分布 在 城市 周边 地区,该 地区 农业 生产 与 市场 联系 密切 ， 多 分布 在 城市 周边 地区,DT NN NN NN P NN NN VA PU AD VV P NN NN NN,,,,,,,,,,该 地区 农业 生产 与 市场 联系 密切 ， 多 分布 在 城市 周边 地区,该 地区 农业 生产 与 市场 联系 密切 ， 多 分布 在 城市 周边 地区,DT NN NN NN CC NN NN VA PU AD VV P NN NN NN,( (IP (NP (NP (DP (DT 该)) (NP (NN 地区))) (NP (NN 农业) (NN 生产))) (VP (PP (P 与) (IP (NP (NN 市场) (NN 联系)) (VP (VA 密切)))) (PU ，) (ADVP (AD 多)) (VP (VV 分布) (PP (P 在) (NP (NP (NN 城市) (NN 周边)) (NP (NN 地区))))))) )
17-B-0,该地区农业生产	与市场联系密切,ed-ori,,,,,该 地区 农业 生产 与 市场 联系 密切,该 地区 农业 生产 与 市场 联系 密切,DT NN NN NN P NN NN VA,,,,,,,,,,该 地区 农业 生产 与 市场 联系 密切,该 地区 农业 生产 与 市场 联系 密切,DT NN NN NN CC NN NN VA,( (IP (NP (NP (DP (DT 该)) (NP (NN 地区))) (NP (NN 农业) (NN 生产))) (VP (PP (P 与) (NP (NN 市场) (NN 联系))) (VP (VA 密切)))) )
17-B-1,该地区农业生产	多分布在城市周边地区,ed-ori,,,,,该 地区 农业 生产 多 分布 在 城市 周边 地区,该 地区 农业 生产 多 分布 在 城市 周边 地区,DT NN NN NN AD VV P NN NN NN,,,,,,,,,,该 地区 农业 生产 多 分布 在 城市 周边 地区,该 地区 农业 生产 多 分布 在 城市 周边 地区,DT NN NN NN AD VV P NN NN NN,( (IP (NP (NP (DP (DT 该)) (NP (NN 地区))) (NP (NN 农业) (NN 生产))) (VP (ADVP (AD 多)) (VP (VV 分布) (PP (P 在) (NP (NP (NN 城市) (NN 周边)) (NP (NN 地区))))))) )
17-C,该地区农业生产	多以家庭为单位进行生产，生产规模较小,y,,,,,该 地区 农业 生产 多 以 家庭 为 单位 进行 生产 ， 生产 规模 较 小,该 地区 农业 生产 多 以 家庭 为 单位 进行 生产 ， 生产 规模 较 小,DT NN NN NN AD P NN VC NN VV NN PU NN NN AD VA,,,,,,,,,,该 地区 农业 生产 多 以 家庭 为 单位 进行 生产 ， 生产 规模较 小,该 地区 农业 生产 多 以 家庭 为 单位 进行 生产 ， 生产 规模较 小,DT NN NN NN AD P NN VC NN VV NN PU NN NN VA,( (IP (IP (NP (NP (DP (DT 该)) (NP (NN 地区))) (NP (NN 农业) (NN 生产))) (VP (ADVP (AD 多)) (PP (P 以) (IP (NP (NN 家庭)) (VP (VC 为) (NP (NN 单位))))) (VP (VV 进行) (NP (NN 生产))))) (PU ，) (IP (NP (NN 生产) (NN 规模)) (VP (ADVP (AD 较)) (VP (VA 小))))) )
17-C-0,该地区农业生产	多以家庭为单位进行生产,ed-ori,,,,,该 地区 农业 生产 多 以 家庭 为 单位 进行 生产,该 地区 农业 生产 多 以 家庭 为 单位 进行 生产,DT NN NN NN AD P NN VC NN VV NN,,,,,,,,,,该 地区 农业 生产 多 以 家庭 为 单位 进行 生产,该 地区 农业 生产 多 以 家庭 为 单位 进行 生产,DT NN NN NN AD P NN VC NN VV NN,( (IP (NP (NP (DP (DT 该)) (NP (NN 地区))) (NP (NN 农业) (NN 生产))) (VP (ADVP (AD 多)) (PP (P 以) (IP (NP (NN 家庭)) (VP (VC 为) (NP (NN 单位))))) (VP (VV 进行) (NP (NN 生产))))) )
17-C-1,该地区农业生产	生产规模较小,ed-ori,,,,,该 地区 农业 生产 生产 规模 较 小,该 地区 农业 生产 生产 规模 较 小,DT NN NN NN NN NN AD VA,,,,,,,,,,该 地区 农业 生产 生产 规模较 小,该 地区 农业 生产 生产 规模较 小,DT NN NN NN NN NN AD VA,( (IP (NP (DP (DT 该)) (NP (NN 地区))) (NP (NN 农业) (NN 生产) (NN 生产) (NN 规模)) (VP (ADVP (AD 较)) (VP (VA 小)))) )
17-D,该地区农业生产	机械化水平低，对自然环境不会产生影响,y,,,,,该 地区 农业 生产 机械化 水平 低 ， 对 自然 环境 不 会 产生 影响,该 地区 农业 生产 机械化 水平 低 ， 对 自然 环境 不 会 产生 影响,DT NN NN NN NN NN VA PU P NN NN AD VV VV NN,,,,,,,,,,该 地区 农业 生产 机械化 水平 低 ， 对 自然 环境 不 会 产生 影响,该 地区 农业 生产 机械化 水平 低 ， 对 自然 环境 不 会 产生 影响,DT NN NN NN NN NN VA PU P NN NN AD VV VV NN,( (IP (NP (NP (DP (DT 该)) (NP (NN 地区))) (NP (NN 农业) (NN 生产) (NN 机械化) (NN 水平))) (VP (VP (VA 低)) (PU ，) (VP (PP (P 对) (NP (NN 自然) (NN 环境))) (ADVP (AD 不)) (VP (VV 会) (VP (VV 产生) (NP (NN 影响))))))) )
17-D-0,该地区农业生产	机械化水平低,ed-ori,,,,,该 地区 农业 生产 机械化 水平 低,该 地区 农业 生产 机械化 水平 低,DT NN NN NN NN NN VA,,,,,,,,,,该 地区 农业 生产 机械化 水平 低,该 地区 农业 生产 机械化 水平 低,DT NN NN NN NN NN VA,( (IP (NP (NP (DP (DT 该)) (NP (NN 地区))) (NP (NN 农业) (NN 生产) (NN 机械化) (NN 水平))) (VP (VA 低))) )
17-D-1,该地区农业生产	对自然环境不会产生影响,ed-ori,,,,,该 地区 农业 生产 对 自然 环境 不 会 产生 影响,该 地区 农业 生产 对 自然 环境 不 会 产生 影响,DT NN NN NN P NN NN AD VV VV NN,,,,,,,,,,该 地区 农业 生产 对 自然 环境 不 会 产生 影响,该 地区 农业 生产 对 自然 环境 不 会 产生 影响,DT NN NN NN P NN NN AD VV VV NN,( (IP (NP (NP (DP (DT 该)) (NP (NN 地区))) (NP (NN 农业) (NN 生产))) (VP (PP (P 对) (NP (NN 自然) (NN 环境))) (ADVP (AD 不)) (VP (VV 会) (VP (VV 产生) (NP (NN 影响)))))) )
18-A,该地区不同等级城镇服务范围的正确叙述是	中心城市的服务半径为30千米,None,,,,17,该 地区 不同 等级 城镇 服务 范围 的 正确 叙述 是 中心 城市 的 服务 半径 为 30千米,该 地区 不同 等级 城镇 服务 范围 的 正确 叙述 是 中心 城市 的 服务 半径 为 30 千米,DT NN JJ NN NN NN NN DEG JJ NN VC NN NN DEG NN NN VC num,,,,,,,,,,该 地区 不同 等级 城镇 服务 范围 的 正确 叙述 是 中心 城市 的 服务 半径 为 30 千米,该 地区 不同 等级 城镇 服务 范围 的 正确 叙述 是 中心 城市 的 服务 半径 为 30 千米,DT NN JJ NN NN NN NN DEG JJ NN VC NN NN DEG NN NN VC num,( (IP (NP (DNP (NP (NP (DP (DT 该)) (NP (NN 地区))) (NP (ADJP (JJ 不同)) (NP (NN 等级))) (NP (NN 城镇) (NN 服务) (NN 范围))) (DEG 的)) (ADJP (JJ 正确)) (NP (NN 叙述))) (VP (VC 是) (IP (NP (DNP (NP (NN 中心) (NN 城市)) (DEG 的)) (NP (NN 服务) (NN 半径))) (VP (VC 为) (QP (CD 30千米)))))) )
18-B,该地区不同等级城镇服务范围的正确叙述是	县城的服务半径为10～30千米,None,,,,16,该 地区 不同 等级 城镇 服务 范围 的 正确 叙述 是 县城 的 服务 半径 为 10～30千米,该 地区 不同 等级 城镇 服务 范围 的 正确 叙述 是 县城 的 服务 半径 为 10 ～ 30 千米,DT NN JJ NN NN NN NN DEG JJ NN VC NN DEG NN NN VC num,,,,,,,,16,,该 地区 不同 等级 城镇 服务 范围 的 正确 叙述 是 县城 的 服务 半径 为 10～30 千米,该 地区 不同 等级 城镇 服务 范围 的 正确 叙述 是 县城 的 服务 半径 为 10 ～ 30 千米,DT NN JJ NN NN NN NN DEG JJ NN VC NN DEG NN NN VC num,( (IP (NP (DNP (NP (NP (DP (DT 该)) (NP (NN 地区))) (NP (ADJP (JJ 不同)) (NP (NN 等级))) (NP (NN 城镇) (NN 服务) (NN 范围))) (DEG 的)) (ADJP (JJ 正确)) (NP (NN 叙述))) (VP (VC 是) (IP (NP (DNP (NP (NN 县城)) (DEG 的)) (NP (NN 服务) (NN 半径))) (VP (VC 为) (QP (CD 10～30千米)))))) )
18-C,该地区不同等级城镇服务范围的正确叙述是	中心城市服务范围涵盖县城的服务范围,None,,,,,该 地区 不同 等级 城镇 服务 范围 的 正确 叙述 是 中心 城市 服务 范围 涵盖 县城 的 服务 范围,该 地区 不同 等级 城镇 服务 范围 的 正确 叙述 是 中心 城市 服务 范围 涵盖 县城 的 服务 范围,DT NN JJ NN NN NN NN DEG JJ NN VC NN NN NN NN VV NN DEG NN NN,,,,,,,,,,该 地区 不同 等级 城镇 服务 范围 的 正确 叙述 是 中心 城市 服务 范围 涵盖 县城 的 服务 范围,该 地区 不同 等级 城镇 服务 范围 的 正确 叙述 是 中心 城市 服务 范围 涵盖 县城 的 服务 范围,DT NN JJ NN NN NN NN DEG JJ NN VC NN NN NN NN VV NN DEG NN NN,( (IP (NP (CP (IP (NP (NP (DP (DT 该)) (NP (NN 地区))) (ADJP (JJ 不同)) (NP (NN 等级))) (NP (DNP (NP (NN 城镇) (NN 服务) (NN 范围)) (DEG 的)) (ADJP (JJ 正确)) (NP (NN 叙述))) (VP (VC 是) (NP (NN 中心))))) (NP (NN 城市) (NN 服务) (NN 范围))) (VP (VV 涵盖) (NP (DNP (NP (NN 县城)) (DEG 的)) (NP (NN 服务) (NN 范围))))) )
18-D,该地区不同等级城镇服务范围的正确叙述是	卫星镇与县城的服务范围不重叠,None,,,,,该 地区 不同 等级 城镇 服务 范围 的 正确 叙述 是 卫星镇 与 县城 的 服务 范围 不 重叠,该 地区 不同 等级 城镇 服务 范围 的 正确 叙述 是 卫星镇 与 县城 的 服务 范围 不 重叠,DT NN JJ NN NN NN NN DEG JJ NN VC NN P NN DEG NN NN AD VV,,,,,,,,,,该 地区 不同 等级 城镇 服务 范围 的 正确 叙述 是 卫星镇 与 县城 的 服务 范围 不 重叠,该 地区 不同 等级 城镇 服务 范围 的 正确 叙述 是 卫星镇 与 县城 的 服务 范围 不 重叠,DT NN JJ NN NN NN NN DEG JJ NN VC NN CC NN DEG NN NN AD VV,( (IP (NP (DNP (NP (NP (DP (DT 该)) (NP (NN 地区))) (NP (ADJP (JJ 不同)) (NP (NN 等级))) (NP (NN 城镇) (NN 服务) (NN 范围))) (DEG 的)) (ADJP (JJ 正确)) (NP (NN 叙述))) (VP (VC 是) (IP (NP (NN 卫星镇)) (VP (PP (P 与) (NP (DNP (NP (NN 县城)) (DEG 的)) (NP (NN 服务) (NN 范围)))) (ADVP (AD 不)) (VP (VV 重叠)))))) )
19-①,现阶段，中心城市部分工业配套企业布局在周边卫星镇的主要影响因素是	政策,None,,,,,现 阶段 ， 中心 城市 部分 工业 配套 企业 布局 在 周边 卫星镇 的 主要 影响 因素 是 政策,现 阶段 ， 中心 城市 部分 工业 配套 企业 布局 在 周边 卫星镇 的 主要 影响 因素 是 政策,AD NN PU NN NN NN NN NN NN VV P NN NR DEG JJ NN NN VC NN,,,,,,,,,,现 阶段 ， 中心 城市 部分 工业 配套 企业 布局 在 周边 卫星镇 的 主要 影响 因素 是 政策,现 阶段 ， 中心 城市 部分 工业 配套 企业 布局 在 周边 卫星镇 的 主要 影响 因素 是 政策,AD NN PU NN NN NN NN NN NN NN P NN NR DEG JJ NN NN VC NN,( (IP (ADVP (AD 现)) (NP (NN 阶段)) (PU ，) (IP (NP (NP (NN 中心) (NN 城市) (NN 部分)) (NP (NN 工业) (NN 配套) (NN 企业))) (VP (VP (VV 布局)) (PP (P 在) (NP (NP (NN 周边)) (NP (DNP (NP (NR 卫星镇)) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 影响))) (NP (NN 因素)))))) (VP (VC 是) (NP (NN 政策)))) )
19-②,现阶段，中心城市部分工业配套企业布局在周边卫星镇的主要影响因素是	地租,None,,,,,现 阶段 ， 中心 城市 部分 工业 配套 企业 布局 在 周边 卫星镇 的 主要 影响 因素 是 地租,现 阶段 ， 中心 城市 部分 工业 配套 企业 布局 在 周边 卫星镇 的 主要 影响 因素 是 地租,AD NN PU NN NN NN NN NN NN VV P NN NR DEG JJ NN NN VC NN,,,,,,,,,,现 阶段 ， 中心 城市 部分 工业 配套 企业 布局 在 周边 卫星镇 的 主要 影响 因素 是 地租,现 阶段 ， 中心 城市 部分 工业 配套 企业 布局 在 周边 卫星镇 的 主要 影响 因素 是 地租,AD NN PU NN NN NN NN NN NN NN P NN NR DEG JJ NN NN VC NN,( (IP (ADVP (AD 现)) (NP (NN 阶段)) (PU ，) (IP (NP (NP (NN 中心) (NN 城市) (NN 部分)) (NP (NN 工业) (NN 配套) (NN 企业))) (VP (VP (VV 布局)) (PP (P 在) (NP (NP (NN 周边)) (NP (DNP (NP (NR 卫星镇)) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 影响))) (NP (NN 因素)))))) (VP (VC 是) (NP (NN 地租)))) )
19-③,现阶段，中心城市部分工业配套企业布局在周边卫星镇的主要影响因素是	运费,None,,,,,现 阶段 ， 中心 城市 部分 工业 配套 企业 布局 在 周边 卫星镇 的 主要 影响 因素 是 运费,现 阶段 ， 中心 城市 部分 工业 配套 企业 布局 在 周边 卫星镇 的 主要 影响 因素 是 运费,AD NN PU NN NN NN NN NN NN VV P NN NR DEG JJ NN NN VC NN,,,,,,,,,,现 阶段 ， 中心 城市 部分 工业 配套 企业 布局 在 周边 卫星镇 的 主要 影响 因素 是 运费,现 阶段 ， 中心 城市 部分 工业 配套 企业 布局 在 周边 卫星镇 的 主要 影响 因素 是 运费,AD NN PU NN NN NN NN NN NN NN P NN NR DEG JJ NN NN VC NN,( (IP (ADVP (AD 现)) (NP (NN 阶段)) (PU ，) (IP (NP (NP (NN 中心) (NN 城市) (NN 部分)) (NP (NN 工业) (NN 配套) (NN 企业))) (VP (VP (VV 布局)) (PP (P 在) (NP (NP (NN 周边)) (NP (DNP (NP (NR 卫星镇)) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 影响))) (NP (NN 因素)))))) (VP (VC 是) (NP (NN 运费)))) )
19-④,现阶段，中心城市部分工业配套企业布局在周边卫星镇的主要影响因素是	技术,None,,,,,现 阶段 ， 中心 城市 部分 工业 配套 企业 布局 在 周边 卫星镇 的 主要 影响 因素 是 技术,现 阶段 ， 中心 城市 部分 工业 配套 企业 布局 在 周边 卫星镇 的 主要 影响 因素 是 技术,AD NN PU NN NN NN NN NN NN VV P NN NR DEG JJ NN NN VC NN,,,,,,,,,,现 阶段 ， 中心 城市 部分 工业 配套 企业 布局 在 周边 卫星镇 的 主要 影响 因素 是 技术,现 阶段 ， 中心 城市 部分 工业 配套 企业 布局 在 周边 卫星镇 的 主要 影响 因素 是 技术,AD NN PU NN NN NN NN NN NN NN P NN NR DEG JJ NN NN VC NN,( (IP (ADVP (AD 现)) (NP (NN 阶段)) (PU ，) (IP (NP (NP (NN 中心) (NN 城市) (NN 部分)) (NP (NN 工业) (NN 配套) (NN 企业))) (VP (VP (VV 布局)) (PP (P 在) (NP (NP (NN 周边)) (NP (DNP (NP (NR 卫星镇)) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 影响))) (NP (NN 因素)))))) (VP (VC 是) (NP (NN 技术)))) )
19-⑤,现阶段，中心城市部分工业配套企业布局在周边卫星镇的主要影响因素是	矿产资源,None,,,,,现 阶段 ， 中心 城市 部分 工业 配套 企业 布局 在 周边 卫星镇 的 主要 影响 因素 是 矿产 资源,现 阶段 ， 中心 城市 部分 工业 配套 企业 布局 在 周边 卫星镇 的 主要 影响 因素 是 矿产 资源,AD NN PU NN NN NN NN NN NN VV P NN NR DEG JJ NN NN VC NN NN,,,,,,,,,,现 阶段 ， 中心 城市 部分 工业 配套 企业 布局 在 周边 卫星镇 的 主要 影响 因素 是 矿产 资源,现 阶段 ， 中心 城市 部分 工业 配套 企业 布局 在 周边 卫星镇 的 主要 影响 因素 是 矿产 资源,AD NN PU NN NN NN NN NN NN NN P NN NR DEG JJ NN NN VC NN NN,( (IP (ADVP (AD 现)) (NP (NN 阶段)) (PU ，) (IP (NP (NP (NN 中心) (NN 城市) (NN 部分)) (NP (NN 工业) (NN 配套) (NN 企业))) (VP (VP (VV 布局)) (PP (P 在) (NP (NP (NN 周边)) (NP (DNP (NP (NR 卫星镇)) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 影响))) (NP (NN 因素)))))) (VP (VC 是) (NP (NN 矿产) (NN 资源)))) )
20-①,为了更好地承接由卫星镇转移来的工业配套企业，各县城应该	加强基础设施建设,None,,,5,,为了 更好 地 承接 由 卫星镇 转移 来 的 工业 配套 企业 ， 各 县城 应该 加强 基础 设施 建设,为了 更好 地 承接 由 卫星镇 转移 来 的 工业 配套 企业 ， 各 县城 应该 加强 基础 设施 建设,P VV DEV VV P term VV VV DEC NN NN NN PU DT NN VV VV NN NN NN,,,,,,,,,,为了 更好 地 承接 由 卫星镇 转 移来 的 工业 配套 企业 ， 各 县城 应该 加强 基础 设施 建设,为了 更好 地 承接 由 卫星镇 转 移来 的 工业 配套 企业 ， 各 县城 应该 加强 基础 设施 建设,P VV DEV VV P term VV VV DEC NN NN NN PU DT NN VV VV NN NN NN,( (IP (PP (P 为了) (IP (VP (DVP (VP (VV 更好)) (DEV 地)) (VP (VV 承接) (NP (CP (IP (VP (PP (P 由) (NP (CP (IP (NP (NN 卫星镇)) (VP (VV 转移)))))) (VP (VV 来)))) (DEC 的)) (NP (NN 工业) (NN 配套) (NN 企业))))))) (PU ，) (NP (DP (DT 各)) (NP (NN 县城))) (VP (VV 应该) (VP (VV 加强) (NP (NN 基础) (NN 设施) (NN 建设))))) )
20-②,为了更好地承接由卫星镇转移来的工业配套企业，各县城应该	提升综合服务能力,None,,,5,,为了 更好 地 承接 由 卫星镇 转移 来 的 工业 配套 企业 ， 各 县城 应该 提升 综合 服务 能力,为了 更好 地 承接 由 卫星镇 转移 来 的 工业 配套 企业 ， 各 县城 应该 提升 综合 服务 能力,P VV DEV VV P term VV VV DEC NN NN NN PU DT NN VV VV JJ NN NN,,,,,,,,,,为了 更好 地 承接 由 卫星镇 转 移来 的 工业 配套 企业 ， 各 县城 应该 提升 综合 服务 能力,为了 更好 地 承接 由 卫星镇 转 移来 的 工业 配套 企业 ， 各 县城 应该 提升 综合 服务 能力,P VV DEV VV P term VV VV DEC NN NN NN PU DT NN VV VV JJ NN NN,( (IP (PP (P 为了) (IP (VP (DVP (VP (VV 更好)) (DEV 地)) (VP (VV 承接) (NP (CP (IP (VP (PP (P 由) (NP (CP (IP (NP (NN 卫星镇)) (VP (VV 转移)))))) (VP (VV 来)))) (DEC 的)) (NP (NN 工业) (NN 配套) (NN 企业))))))) (PU ，) (NP (DP (DT 各)) (NP (NN 县城))) (VP (VV 应该) (VP (VV 提升) (NP (ADJP (JJ 综合)) (NP (NN 服务) (NN 能力)))))) )
20-③,为了更好地承接由卫星镇转移来的工业配套企业，各县城应该	建立产品研发机构,None,,,5,,为了 更好 地 承接 由 卫星镇 转移 来 的 工业 配套 企业 ， 各 县城 应该 建立 产品 研发 机构,为了 更好 地 承接 由 卫星镇 转移 来 的 工业 配套 企业 ， 各 县城 应该 建立 产品 研发 机构,P VV DEV VV P term VV VV DEC NN NN NN PU DT NN VV VV NN NN NN,,,,,,,,,,为了 更好 地 承接 由 卫星镇 转 移来 的 工业 配套 企业 ， 各 县城 应该 建立 产品 研发 机构,为了 更好 地 承接 由 卫星镇 转 移来 的 工业 配套 企业 ， 各 县城 应该 建立 产品 研发 机构,P VV DEV VV P term VV VV DEC NN NN NN PU DT NN VV VV NN NN NN,( (IP (PP (P 为了) (IP (VP (DVP (VP (VV 更好)) (DEV 地)) (VP (VV 承接) (NP (CP (IP (VP (PP (P 由) (NP (CP (IP (NP (NN 卫星镇)) (VP (VV 转移)))))) (VP (VV 来)))) (DEC 的)) (NP (NN 工业) (NN 配套) (NN 企业))))))) (PU ，) (NP (DP (DT 各)) (NP (NN 县城))) (VP (VV 应该) (VP (VV 建立) (NP (NN 产品) (NN 研发) (NN 机构))))) )
20-④,为了更好地承接由卫星镇转移来的工业配套企业，各县城应该	减免地租补贴运费,None,,,5,,为了 更好 地 承接 由 卫星镇 转移 来 的 工业 配套 企业 ， 各 县城 应该 减免 地租 补贴 运费,为了 更好 地 承接 由 卫星镇 转移 来 的 工业 配套 企业 ， 各 县城 应该 减免 地租 补贴 运费,P VV DEV VV P term VV VV DEC NN NN NN PU DT NN VV VV NN NN NN,,,,,,,,,,为了 更好 地 承接 由 卫星镇 转 移来 的 工业 配套 企业 ， 各 县城 应该 减免 地租 补贴 运费,为了 更好 地 承接 由 卫星镇 转 移来 的 工业 配套 企业 ， 各 县城 应该 减免 地租 补贴 运费,P VV DEV VV P term VV VV DEC NN NN NN PU DT NN VV VV NN NN NN,( (IP (PP (P 为了) (IP (VP (DVP (VP (VV 更好)) (DEV 地)) (VP (VV 承接) (NP (CP (IP (VP (PP (P 由) (NP (CP (IP (NP (NN 卫星镇)) (VP (VV 转移)))))) (VP (VV 来)))) (DEC 的)) (NP (NN 工业) (NN 配套) (NN 企业))))))) (PU ，) (NP (DP (DT 各)) (NP (NN 县城))) (VP (VV 应该) (VP (VV 减免) (NP (NN 地租) (NN 补贴) (NN 运费))))) )
21-A,促使扬州再次崛起的交通背景条件是	润扬长江公路大桥贯通,None,,1,9,,促使 扬州 再次 崛起 的 交通 背景 条件 是 润扬长江公路大桥 贯通,促使 扬州 再次 崛起 的 交通 背景 条件 是 润扬 长江 公路 大桥 贯通,VV loc AD VV DEC NN NN NN VC term VV,,,,,,,,,,促使 扬州 再次 崛起 的 交通 背景 条件 是 润扬 长江 公路 大桥 贯通,促使 扬州 再次 崛起 的 交通 背景 条件 是 润扬 长江 公路 大桥 贯通,VV loc AD VV DEC NN NN NN VC term VV,( (IP (NP (CP (IP (VP (VV 促使) (NP (NR 扬州)) (IP (VP (ADVP (AD 再次)) (VP (VV 崛起)))))) (DEC 的)) (NP (NN 交通) (NN 背景) (NN 条件))) (VP (VC 是) (IP (NP (NN 润扬长江公路大桥)) (VP (VV 贯通))))) )
21-B,促使扬州再次崛起的交通背景条件是	宁启铁路替代长江航运,None,,1 9 11,,,促使 扬州 再次 崛起 的 交通 背景 条件 是 宁启铁路 替代 长江 航运,促使 扬州 再次 崛起 的 交通 背景 条件 是 宁启 铁路 替代 长江 航运,VV loc AD VV DEC NN NN NN VC loc VV loc NN,,,,,,,,,9 11,促使 扬州 再次 崛起 的 交通 背景 条件 是 宁启 铁路 替代 长江 航运,促使 扬州 再次 崛起 的 交通 背景 条件 是 宁启 铁路 替代 长江 航运,VV loc AD VV DEC NN NN NN VC loc VV loc NN,( (IP (NP (CP (IP (VP (VV 促使) (NP (NR 扬州)) (IP (VP (ADVP (AD 再次)) (VP (VV 崛起)))))) (DEC 的)) (NP (NN 交通) (NN 背景) (NN 条件))) (VP (VC 是) (IP (NP (NR 宁启铁路)) (VP (VV 替代) (NP (NP (NR 长江)) (NP (NN 航运))))))) )
21-C,促使扬州再次崛起的交通背景条件是	铁路沟通扬州与长三角,None,,11 13,,,促使 扬州 再次 崛起 的 交通 背景 条件 是 铁路 沟通 扬州 与 长三角,促使 扬州 再次 崛起 的 交通 背景 条件 是 铁路 沟通 扬州 与 长三角,VV NR AD VV DEC NN NN NN VC NN VV loc CC loc,,,,,,,,,,促使 扬州 再次 崛起 的 交通 背景 条件 是 铁路 沟通 扬州 与 长三 角,促使 扬州 再次 崛起 的 交通 背景 条件 是 铁路 沟通 扬州 与 长三 角,VV NR AD VV DEC NN NN NN VC NN VV loc CC loc,( (IP (NP (CP (IP (VP (VV 促使) (NP (NR 扬州)) (IP (VP (ADVP (AD 再次)) (VP (VV 崛起)))))) (DEC 的)) (NP (NN 交通) (NN 背景) (NN 条件))) (VP (VC 是) (IP (NP (NN 铁路)) (VP (VV 沟通) (NP (NR 扬州) (CC 与) (NR 长三角)))))) )
21-D,促使扬州再次崛起的交通背景条件是	形成综合交通运输体系,None,,,,,促使 扬州 再次 崛起 的 交通 背景 条件 是 形成 综合 交通 运输 体系,促使 扬州 再次 崛起 的 交通 背景 条件 是 形成 综合 交通 运输 体系,VV NR AD VV DEC NN NN NN VC VV JJ NN NN NN,,,,,,,,,,促使 扬州 再次 崛起 的 交通 背景 条件 是 形成 综合 交通 运输 体系,促使 扬州 再次 崛起 的 交通 背景 条件 是 形成 综合 交通 运输 体系,VV NR AD VV DEC NN NN NN VC VV JJ NN NN NN,( (IP (NP (CP (IP (VP (VV 促使) (NP (NR 扬州)) (IP (VP (ADVP (AD 再次)) (VP (VV 崛起)))))) (DEC 的)) (NP (NN 交通) (NN 背景) (NN 条件))) (VP (VC 是) (VP (VV 形成) (NP (ADJP (JJ 综合)) (NP (NN 交通) (NN 运输) (NN 体系)))))) )
22-A,图中城市地域扩展的方向及其影响因素是	南北扩展——平原地形,None,,,,,图 中 城市 地域 扩展 的 方向 及 其 影响 因素 是 南北 扩展 — — 平原 地形,图 中 城市 地域 扩展 的 方向 及 其 影响 因素 是 南北 扩展 — — 平原 地形,NN LC NN NN NN DEG NN CC PN NN NN VC NN NN PU PU NN NN,,,,,,,,,,图 中 城市 地域 扩展 的 方向 及 其 影响 因素 是 南北 扩展 — — 平原 地形,图 中 城市 地域 扩展 的 方向 及 其 影响 因素 是 南北 扩展 — — 平原 地形,NN LC NN NN NN DEG NN CC PN NN NN VC NN NN PU PU NN NN,( (IP (NP (NP (LCP (NP (NN 图)) (LC 中)) (DNP (NP (NP (NN 城市) (NN 地域)) (NP (NN 扩展))) (DEG 的)) (NP (NN 方向))) (CC 及) (NP (NP (NP (PN 其)) (NP (NN 影响))) (NP (NN 因素)))) (VP (VC 是) (NP (NP (NN 南北)) (NP (NN 扩展) (PU —) (PU —) (NN 平原)) (NP (NN 地形))))) )
